,city,country,total_spent
2626,Laguna Beach,United States,0.0
2627,Santa Rosa,United States,0.0
2628,,United Kingdom,0.0
2629,New York,United States,30.13
2630,Winterthur,Switzerland,30.59
2631,North Wembley,United Kingdom,68.99
2632,No entry,No entry,0.0
2633,Formby,United Kingdom,70.94
2634,Great Missenden,United Kingdom,28.99
2635,Berlin,Germany,0.0
2636,Brooklyn,United States,140.03
2637,SAINT CLAIR SHORES,United States,0.0
2638,Watford,United Kingdom,68.99
2639,Boston,United States,0.0
2640,San Antonio,United States,30.13
2641,Oakland,United States,74.03
2642,Washington,United States,144.97
2643,Fresh Meadows,United States,0.0
2644,,United Kingdom,0.0
2645,,United Kingdom,0.0
2646,Stanford,United States,140.03
2647,Wellingborough,United Kingdom,68.99
2648,Pittsburgh,United States,74.03
2649,Pawcatuck,United States,0.0
2650,Louisville,United States,74.03
2651,Lincoln,United States,0.0
